gene_id	transcript_id(s)	length	D71_r1	D71_r2	EPG1_r1	EPG1_r2	R_r1	R_r2	whole_brain1	whole_brain2
FBgn0013300	FBtr0080682,FBtr0345434	663.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.00
FBgn0013301	FBtr0080681	679.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.19
FBgn0013303	FBtr0074902	899.0	6.31	44.26	2.66	23.98	11.37	19.11	57.20	52.67
FBgn0013305	FBtr0089873,FBtr0089874,FBtr0089875,FBtr0089876,FBtr0089877,FBtr0089878,FBtr0309294,FBtr0309295,FBtr0332883	1714.7	55.68	75.91	24.64	46.24	70.23	21.33	54.42	57.90
FBgn0013307	FBtr0088863	1253.0	0.0	2.91	0.58	0.0	1.35	0.0	0.26	0.13
FBgn0013308	FBtr0088864	1268.0	0.0	0.9	0.0	0.0	0.0	0.0	0.10	0.04
FBgn0013323	FBtr0333746,FBtr0346650,FBtr0346726	824.67	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.10
FBgn0013325	FBtr0086533,FBtr0340533	710.0	14.47	20.06	12.57	18.57	3.17	2.65	12.60	20.57
FBgn0013334	FBtr0083204,FBtr0083205,FBtr0083206,FBtr0083207,FBtr0083208,FBtr0083209,FBtr0083210,FBtr0301655,FBtr0310672,FBtr0344384	5114.9	181.39	156.51	101.25	201.15	280.77	180.28	427.94	421.55
FBgn0013342	FBtr0072815,FBtr0072819,FBtr0300893,FBtr0300894,FBtr0302310,FBtr0306578,FBtr0331461,FBtr0331462	3048.42	491.47	466.06	234.98	509.69	208.57	239.4	704.67	704.00
FBgn0013343	FBtr0084588,FBtr0303161,FBtr0392904	3121.64	104.73	23.83	118.0	283.33	66.73	86.87	361.85	348.73
FBgn0013347	FBtr0084526	617.0	78.34	23.65	1.88	14.26	0.8	19.45	70.31	75.21
FBgn0013348	FBtr0086102,FBtr0310003	1350.5	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.17
FBgn0013432	FBtr0070431	748.0	54.3	18.63	27.04	25.35	12.76	0.0	23.29	31.84
FBgn0013433	FBtr0080806,FBtr0343728	2855.0	0.0	0.0	0.0	0.0	1.73	0.66	20.33	22.71
FBgn0013435	FBtr0088429	1251.0	5.16	0.0	0.0	0.0	0.0	0.0	1.65	3.52
FBgn0013467	FBtr0087361,FBtr0087362,FBtr0332267	1936.03	12.7	3.73	7.55	18.93	28.28	19.62	267.11	281.92
FBgn0013469	FBtr0076247,FBtr0330080,FBtr0333361,FBtr0345346	3870.0	0.23	0.36	0.0	0.0	0.0	0.0	1.59	1.21
FBgn0013531	FBtr0079544,FBtr0329946	1037.0	0.49	0.0	11.33	0.11	0.0	0.0	0.32	0.33
FBgn0013548	FBtr0072085	2653.0	0.79	0.0	0.0	0.07	0.3	0.0	0.34	0.25
FBgn0013563	FBtr0075777	3275.0	0.0	0.0	0.13	0.06	0.0	0.0	0.40	0.87
FBgn0013576	FBtr0078810,FBtr0078811,FBtr0078812,FBtr0078813,FBtr0078814,FBtr0078815,FBtr0078816,FBtr0078817,FBtr0078818,FBtr0100197,FBtr0100199,FBtr0110932,FBtr0110933,FBtr0273430,FBtr0273431,FBtr0273432,FBtr0273433,FBtr0273434,FBtr0306694,FBtr0306695,FBtr0308580,FBtr0308581,FBtr0333695	5138.63	238.04	221.94	301.18	482.73	90.54	148.19	651.77	641.83
FBgn0013672	FBtr0433498	675.0	488.29	497.92	223.0	204.92	366.85	295.31	1422.87	1224.00
FBgn0013673	FBtr0100866	162.0	97.71	108.04	2.76	0.0	9.74	35.55	184.51	103.50
FBgn0013674	FBtr0100861	1536.0	1785.84	1461.08	984.29	1077.86	621.18	811.36	5775.17	5196.72
FBgn0013675	FBtr0100863	685.0	254.48	264.5	280.49	262.77	172.23	207.58	1454.54	1292.29
FBgn0013676	FBtr0100868	789.0	535.56	437.2	670.24	495.76	863.08	764.81	4297.94	3994.15
FBgn0013678	FBtr0433502	1137.0	445.78	244.43	644.8	497.96	808.96	634.59	3180.15	2841.29
FBgn0013679	FBtr0433499	939.0	370.71	347.44	287.46	231.31	218.53	89.32	2273.54	1903.25
FBgn0013680	FBtr0100857	1026.0	115.12	185.55	117.3	72.12	125.74	135.61	279.05	221.54
FBgn0013681	FBtr0100870	354.0	10.64	59.54	0.39	0.47	0.91	6.8	34.88	25.76
FBgn0013683	FBtr0100880	291.0	9.24	30.11	2.78	0.68	5.87	3.26	34.12	26.77
FBgn0013684	FBtr0433501	1717.0	210.16	159.74	136.02	143.96	150.16	157.88	1469.47	1256.89
FBgn0013685	FBtr0100883	525.0	154.82	290.86	163.46	71.75	118.72	139.1	533.70	401.23
FBgn0013686	FBtr0100888	1325.0	3338.97	3415.5	4159.64	3385.27	3656.94	4215.85	38096.65	29515.29
FBgn0013688	FBtr0100890	786.0	3751.7	4591.3	5914.92	2786.41	5377.19	5527.8	10854.17	8849.01
FBgn0013689	FBtr0100871	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013690	FBtr0100859	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013691	FBtr0100865	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013692	FBtr0100875	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013693	FBtr0100876	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013694	FBtr0100869	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013695	FBtr0100878	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013696	FBtr0100854	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013697	FBtr0100864	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013698	FBtr0100887	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013699	FBtr0100862	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013700	FBtr0100856	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013701	FBtr0100873	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013702	FBtr0100882	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013703	FBtr0100855	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013704	FBtr0100872	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013705	FBtr0100874	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013706	FBtr0100885	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013707	FBtr0100881	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013708	FBtr0100889	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013709	FBtr0100858	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013710	FBtr0100860	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013717	FBtr0290259,FBtr0346438	2488.0	13.0	0.79	5.61	0.16	0.04	0.56	4.55	5.02
FBgn0013718	FBtr0100039,FBtr0100040,FBtr0100041,FBtr0100042,FBtr0100043,FBtr0100044,FBtr0306619,FBtr0306620,FBtr0306622,FBtr0306623,FBtr0306624,FBtr0307191	2646.46	8.01	1.92	0.57	11.43	12.69	7.25	30.53	28.99
FBgn0013720	FBtr0070255,FBtr0070256,FBtr0100198	1289.0	5.21	0.0	0.0	2.29	0.0	0.0	3.68	3.32
FBgn0013725	FBtr0087516	1839.0	56.7	21.15	53.86	57.45	26.42	13.35	59.31	62.65
FBgn0013726	FBtr0088792,FBtr0088793	2445.0	10.67	42.2	14.11	10.09	9.54	16.06	64.32	60.47
FBgn0013732	FBtr0086110,FBtr0336663	3001.0	10.96	1.12	1.42	3.91	0.0	0.51	6.73	6.40
FBgn0013733	FBtr0087616,FBtr0087617,FBtr0087618,FBtr0087619,FBtr0087620,FBtr0087621,FBtr0273222,FBtr0273223,FBtr0273224,FBtr0273225,FBtr0273226,FBtr0301591,FBtr0301592,FBtr0301593,FBtr0301964,FBtr0304847,FBtr0304848,FBtr0304849,FBtr0304850,FBtr0304851,FBtr0304852,FBtr0304853	27044.76	41.88	28.4	18.36	28.17	25.45	15.68	35.08	34.84
FBgn0013746	FBtr0079780,FBtr0079781,FBtr0339550,FBtr0343095	1806.61	2.02	3.85	1.88	2.22	0.69	1.43	5.83	8.29
FBgn0013749	FBtr0089192,FBtr0333699	890.39	3.61	0.45	0.0	10.12	0.0	0.0	12.62	14.61
FBgn0013750	FBtr0087375,FBtr0087376,FBtr0087377,FBtr0087378,FBtr0087379	1352.48	13.7	9.69	18.99	29.65	0.85	6.88	99.28	107.28
FBgn0013751	FBtr0073155,FBtr0073156,FBtr0330070,FBtr0330071	2084.75	0.0	0.0	0.0	0.0	0.0	0.25	4.57	3.89
FBgn0013753	FBtr0072758,FBtr0330180	1242.0	6.22	8.44	1.24	0.51	0.0	0.34	3.69	2.74
FBgn0013755	FBtr0072760	744.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0013756	FBtr0088033,FBtr0332464	7473.33	6.07	0.45	1.08	2.09	1.87	3.42	9.77	9.49
FBgn0013759	FBtr0084161,FBtr0084162,FBtr0112872,FBtr0112873,FBtr0301327,FBtr0301328,FBtr0330368	3998.82	77.94	49.41	37.07	83.11	37.67	56.39	186.80	195.27
FBgn0013762	FBtr0087350	1604.0	0.65	0.0	0.0	1.47	1.28	0.06	2.34	2.83
FBgn0013763	FBtr0087111,FBtr0340066	1811.0	0.31	0.06	1.89	0.0	0.6	0.0	3.55	5.21
FBgn0013764	FBtr0072191,FBtr0072192	2156.0	14.52	33.65	11.65	31.96	1.07	0.28	7.92	9.28
FBgn0013765	FBtr0087703,FBtr0087704,FBtr0100654,FBtr0100656,FBtr0301395,FBtr0306635,FBtr0309888,FBtr0309889,FBtr0309890,FBtr0309891,FBtr0309892,FBtr0309893	3976.38	19.61	10.18	8.37	7.19	3.48	10.92	28.36	30.36
FBgn0013767	FBtr0082927	654.0	0.0	0.0	0.0	0.0	0.0	0.0	10.84	16.20
FBgn0013770	FBtr0087592,FBtr0087593,FBtr0304021,FBtr0339955	1486.0	6.5	3.85	11.92	4.41	8.09	4.37	14.71	14.09
FBgn0013771	FBtr0300128	1964.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.22
FBgn0013772	FBtr0087455	1781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.00
FBgn0013773	FBtr0087450,FBtr0339983,FBtr0345526	1862.33	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.35
FBgn0013799	FBtr0074882,FBtr0100666,FBtr0310476,FBtr0332153,FBtr0332726	2762.16	18.95	9.92	10.87	16.89	17.27	5.18	44.32	41.18
FBgn0013810	FBtr0304742	12202.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.18
FBgn0013811	FBtr0303106	12090.0	0.18	0.01	0.0	0.94	0.0	0.0	0.07	0.15
FBgn0013812	FBtr0273236,FBtr0336774	13995.0	0.0	0.01	0.0	0.21	0.16	0.32	0.39	0.20
FBgn0013813	FBtr0301302,FBtr0301303,FBtr0337034	15063.33	0.0	0.0	0.0	0.17	0.0	1.71	0.30	0.24
FBgn0013949	FBtr0084708,FBtr0084709,FBtr0334571	1483.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.51
FBgn0013953	FBtr0084703,FBtr0304054	2551.5	0.0	0.0	0.0	0.0	0.0	0.0	0.10	0.18
FBgn0013954	FBtr0086515	633.0	19.34	18.02	19.78	58.24	21.76	60.16	29.20	31.98
FBgn0013972	FBtr0085453	2354.0	52.0	21.59	8.63	28.71	27.82	18.06	18.55	19.73
FBgn0013973	FBtr0085753	4066.0	34.32	30.03	6.33	4.55	7.73	2.96	27.27	25.59
FBgn0013981	FBtr0082962,FBtr0082963,FBtr0082964,FBtr0334029	567.42	395.05	303.76	302.02	536.02	624.39	206.17	690.08	769.90
FBgn0013983	FBtr0086725,FBtr0345891	1419.0	0.0	0.14	0.0	0.0	0.0	0.0	0.50	1.55
FBgn0013987	FBtr0070837,FBtr0070839,FBtr0302940,FBtr0308577	1923.9	15.64	29.86	9.78	2.69	0.32	0.21	11.96	11.83
FBgn0013995	FBtr0083998,FBtr0083999,FBtr0084000,FBtr0309202,FBtr0309203,FBtr0309204,FBtr0309205,FBtr0344316,FBtr0344317	6679.96	44.26	36.02	11.6	35.8	3.09	23.78	30.77	28.61
FBgn0013997	FBtr0075998,FBtr0075999	4940.0	10.39	1.67	9.01	7.81	4.26	2.87	14.55	13.70
FBgn0014000	FBtr0081306	896.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.33
FBgn0014002	FBtr0075648,FBtr0346644	2080.0	39.7	61.14	1.03	28.43	6.71	26.82	33.89	32.36
FBgn0014006	FBtr0083819,FBtr0300256	5168.0	0.17	1.72	0.0	2.21	0.0	0.0	2.95	2.74
FBgn0014007	FBtr0075913,FBtr0075914	5168.0	4.74	3.36	4.54	3.72	6.98	0.96	13.80	12.86
FBgn0014009	FBtr0086124,FBtr0336658	1496.55	20.17	27.4	26.05	20.01	3.34	0.0	55.48	64.66
FBgn0014010	FBtr0077793,FBtr0077794,FBtr0077795,FBtr0077796,FBtr0077797,FBtr0077798,FBtr0330668,FBtr0330669,FBtr0330670	1810.58	26.38	4.03	17.42	37.22	20.92	53.85	81.64	95.46
FBgn0014011	FBtr0076867,FBtr0332800	1864.0	0.0	0.0	0.0	0.0	0.0	0.04	9.87	7.86
FBgn0014018	FBtr0089338,FBtr0089339,FBtr0089340,FBtr0089341	3153.5	0.0	0.26	0.0	0.0	0.0	0.0	3.01	3.10
FBgn0014019	FBtr0080291,FBtr0342591	1347.0	1.29	0.0	6.02	0.0	0.0	0.0	0.68	0.98
FBgn0014020	FBtr0087211,FBtr0087212,FBtr0087213,FBtr0087214,FBtr0087216,FBtr0087217	1517.26	42.94	8.59	13.56	39.41	2.98	7.37	99.05	114.83
FBgn0014022	FBtr0082062	1444.0	0.0	0.0	0.0	5.18	0.0	0.07	3.25	2.73
FBgn0014023	FBtr0082121	905.0	7.98	0.0	0.0	1.48	18.25	1.35	3.02	3.73
FBgn0014024	FBtr0070752,FBtr0070753,FBtr0112876,FBtr0340477	3116.0	0.32	0.09	2.82	0.97	0.0	0.0	2.67	3.55
FBgn0014026	FBtr0070915,FBtr0070916,FBtr0343328,FBtr0343329,FBtr0345293	998.84	6.08	1.38	0.16	0.79	10.89	0.68	12.60	16.96
FBgn0014028	FBtr0086156	1219.0	3.44	10.02	5.15	4.42	28.53	8.5	5.76	7.00
FBgn0014029	FBtr0083945,FBtr0334579	1562.0	0.06	0.0	0.57	2.45	0.0	0.0	3.85	3.57
FBgn0014031	FBtr0070913	1410.0	0.0	0.47	0.0	0.0	0.0	0.0	0.32	0.27
FBgn0014032	FBtr0071241	1143.0	0.0	0.0	0.24	1.97	13.88	3.64	1.78	0.99
FBgn0014033	FBtr0077467,FBtr0346582	2128.5	0.0	0.0	0.0	0.0	0.0	0.0	3.71	4.80
FBgn0014037	FBtr0074920,FBtr0302047,FBtr0344257	6494.22	8.95	9.51	14.37	24.72	9.35	9.0	30.60	29.32
FBgn0014073	FBtr0073323	5236.0	0.0	0.0	0.0	0.0	0.0	0.11	1.60	0.83
FBgn0014075	FBtr0075064	5316.0	2.94	6.06	0.59	5.8	0.02	0.43	4.39	4.28
FBgn0014076	FBtr0080216,FBtr0343618	468.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	1.06
FBgn0014092	FBtr0080834	1063.0	3.49	0.0	0.0	0.51	0.0	0.0	2.56	1.67
FBgn0014127	FBtr0081348,FBtr0081349,FBtr0343850	2724.0	0.0	0.0	15.45	0.0	0.0	0.0	2.67	3.44
FBgn0014133	FBtr0073526,FBtr0073527,FBtr0334463,FBtr0334464,FBtr0334465	6707.72	4.36	7.46	4.2	6.44	6.08	2.31	18.61	16.50
FBgn0014135	FBtr0083795,FBtr0300123,FBtr0344549	4000.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	1.63
FBgn0014141	FBtr0089471,FBtr0089473,FBtr0290013,FBtr0290014,FBtr0290015,FBtr0303364,FBtr0332167,FBtr0337100,FBtr0337101,FBtr0337102	6162.9	0.0	0.0	0.09	0.0	0.0	0.0	0.68	0.25
FBgn0014143	FBtr0078395	2347.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.58
FBgn0014163	FBtr0075412,FBtr0075413,FBtr0100477,FBtr0100478,FBtr0331175,FBtr0331176	3294.17	29.73	27.92	15.12	33.37	26.31	24.27	120.53	117.56
FBgn0014179	FBtr0079855,FBtr0335492	2042.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.25
FBgn0014184	FBtr0088013,FBtr0088014,FBtr0088015	1737.45	37.98	39.19	58.04	45.46	88.51	28.46	147.97	145.43
FBgn0014189	FBtr0079123,FBtr0079124,FBtr0079125,FBtr0331676	2270.0	0.32	0.12	14.06	6.25	39.67	3.45	15.19	16.57
FBgn0014269	FBtr0086601	1597.0	0.0	2.61	2.15	8.62	0.97	0.0	4.35	4.20
FBgn0014340	FBtr0070829	3014.0	0.57	5.35	0.14	0.1	0.13	0.0	1.06	1.82
FBgn0014342	FBtr0089313,FBtr0300009,FBtr0346136	2071.33	0.0	0.0	0.0	0.05	0.0	0.0	0.44	0.49
FBgn0014343	FBtr0075911,FBtr0075912,FBtr0330077	3601.0	0.0	0.0	0.0	0.1	0.03	1.33	5.19	5.21
FBgn0014366	FBtr0078751	1859.0	0.0	0.05	0.14	0.27	0.05	0.0	0.76	1.15
FBgn0014368	FBtr0076214	568.0	0.0	0.0	0.76	0.0	42.71	0.0	0.97	1.80
FBgn0014380	FBtr0082124,FBtr0305340	1123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.56
FBgn0014388	FBtr0073145,FBtr0073146	3827.5	10.22	20.93	20.64	32.47	11.5	97.57	63.71	64.18
FBgn0014391	FBtr0074176,FBtr0074177	400.0	3.81	13.91	9.51	12.88	1.11	10.37	19.45	18.50
FBgn0014395	FBtr0077345	1358.0	1.28	0.0	0.0	0.0	0.0	0.0	0.47	0.65
FBgn0014396	FBtr0077567,FBtr0333252,FBtr0333253,FBtr0333254,FBtr0333255,FBtr0333256,FBtr0333258,FBtr0333259,FBtr0445397	5053.52	7.67	3.93	0.13	0.0	0.0	0.02	12.08	11.76
FBgn0014411	FBtr0070311	2543.0	9.04	11.19	8.62	11.38	3.82	0.0	14.58	14.68
FBgn0014417	FBtr0079711,FBtr0331991	2642.0	0.17	3.65	0.0	0.0	0.0	0.0	1.55	1.25
FBgn0014427	FBtr0085390	1176.0	0.0	0.0	0.0	0.0	0.0	0.36	0.50	0.91
FBgn0014454	FBtr0079500	858.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.44
FBgn0014455	FBtr0074030,FBtr0332590,FBtr0346181	1708.0	0.0	0.0	0.0	0.0	4.67	0.0	1.86	2.93
FBgn0014464	FBtr0100003	1033.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	2.84
FBgn0014465	FBtr0071201,FBtr0302936	775.0	0.41	9.86	0.0	0.0	0.67	0.0	7.34	5.83
FBgn0014466	FBtr0071202	1132.0	0.0	0.0	0.0	0.0	0.0	0.0	8.69	7.11
FBgn0014469	FBtr0088745,FBtr0339278	1831.5	0.0	0.0	0.0	0.0	0.46	0.0	0.10	0.12
FBgn0014848	FBtr0305334	443.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.17
FBgn0014849	FBtr0075574,FBtr0332123	461.5	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0014850	FBtr0075582	403.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0014851	FBtr0075575	445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0014857	FBtr0079010,FBtr0333536,FBtr0333537	772.0	1.11	2.03	18.07	3.91	2.84	0.0	5.54	6.87
FBgn0014859	FBtr0081397,FBtr0301347	7704.0	18.25	44.99	6.97	42.92	62.02	20.88	21.33	20.42
FBgn0014861	FBtr0081827	2898.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.04
FBgn0014863	FBtr0081616,FBtr0081617,FBtr0346967	3071.0	1.94	0.63	9.78	7.9	0.38	0.04	11.52	10.94
FBgn0014865	FBtr0087386	268.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	1.34
FBgn0014868	FBtr0071344	1513.0	0.44	7.35	0.12	9.36	0.0	0.75	1.46	2.63
FBgn0014869	FBtr0085384,FBtr0100482,FBtr0100483	1022.0	23.7	38.96	63.59	99.57	71.86	4.57	27.98	30.51
FBgn0014870	FBtr0087072,FBtr0087073,FBtr0087074	5687.0	4.42	2.08	6.09	8.72	2.61	1.22	17.42	17.57
FBgn0014877	FBtr0087675	1065.0	0.0	7.74	1.4	7.34	16.69	14.29	3.48	3.50
FBgn0014879	FBtr0083062	1169.0	0.08	0.74	1.33	2.01	0.0	0.27	7.59	7.09
FBgn0014903	FBtr0070175	1358.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.49
FBgn0014906	FBtr0077576,FBtr0308315,FBtr0332371	2259.0	5.39	25.56	11.48	9.12	2.78	5.99	27.23	27.37
FBgn0014930	FBtr0081763,FBtr0339712	1103.5	0.0	0.0	0.0	0.44	0.0	1.22	2.71	3.20
FBgn0014931	FBtr0081757,FBtr0304703	1907.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.21
FBgn0014949	FBtr0084278	477.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0015000	FBtr0078991,FBtr0330714	1738.5	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.84
FBgn0015001	FBtr0088125	818.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.00
FBgn0015008	FBtr0083380	1856.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.69
FBgn0015010	FBtr0073937,FBtr0305582,FBtr0333658	1405.67	0.0	0.0	0.0	0.0	0.0	0.0	2.23	1.63
FBgn0015011	FBtr0083378,FBtr0083379	1874.5	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.39
FBgn0015019	FBtr0083337,FBtr0083338,FBtr0302370,FBtr0302371	2027.0	0.09	25.81	0.0	0.0	0.05	0.05	1.57	2.66
FBgn0015024	FBtr0073680,FBtr0073682,FBtr0300380,FBtr0340408,FBtr0345162,FBtr0345163	2038.1	104.04	11.44	42.04	78.63	24.51	34.48	104.66	112.53
FBgn0015025	FBtr0075504	1585.0	0.0	0.23	9.29	0.65	6.23	0.0	1.74	1.98
FBgn0015031	FBtr0079072,FBtr0307034,FBtr0307035	460.0	26.23	65.14	17.47	30.15	28.35	20.91	27.31	40.07
FBgn0015032	FBtr0085712	1906.0	0.0	0.0	0.0	0.0	0.32	0.0	0.10	0.00
FBgn0015033	FBtr0076832	1573.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40	0.59
FBgn0015034	FBtr0088746	1772.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.09
FBgn0015035	FBtr0079925	1805.0	0.0	0.0	0.0	0.0	1.13	3.19	0.38	0.33
FBgn0015036	FBtr0070388	1822.0	5.42	0.0	0.27	0.28	0.72	0.0	1.08	0.58
FBgn0015037	FBtr0088592	1680.0	0.56	0.33	1.83	9.98	0.12	0.18	6.33	4.48
FBgn0015038	FBtr0089056	1752.0	0.0	0.0	0.0	0.17	0.0	0.0	0.14	0.03
FBgn0015039	FBtr0089055	1667.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.23
FBgn0015040	FBtr0072321	1743.0	1.4	20.1	7.34	4.63	0.0	0.0	1.39	2.33
FBgn0015075	FBtr0078492	2470.0	0.08	0.0	0.07	13.52	1.89	0.48	0.81	1.28
FBgn0015218	FBtr0076487,FBtr0076488,FBtr0076489,FBtr0076490,FBtr0076491,FBtr0076492,FBtr0076493,FBtr0333884,FBtr0333885	1650.03	67.8	73.56	44.04	84.17	19.23	59.21	86.16	90.96
FBgn0015221	FBtr0085622,FBtr0085623,FBtr0085624,FBtr0332168,FBtr0332169	1080.72	207.89	176.03	128.2	125.41	69.88	82.64	199.70	233.47
FBgn0015222	FBtr0085631,FBtr0085632,FBtr0085633,FBtr0085634,FBtr0085635,FBtr0306587,FBtr0306588,FBtr0332170,FBtr0344763	1191.73	110.37	109.81	39.0	103.41	8.19	32.2	140.06	158.82
FBgn0015229	FBtr0084157	2050.0	7.42	10.31	7.85	18.5	13.29	6.35	172.51	169.17
FBgn0015230	FBtr0083340	1711.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.16
FBgn0015239	FBtr0078389,FBtr0078390,FBtr0078391,FBtr0078392,FBtr0303653,FBtr0303654	2175.0	0.26	0.17	1.34	2.02	4.3	1.1	2.99	4.22
FBgn0015240	FBtr0084756	2834.0	0.38	3.76	0.0	1.97	0.1	0.03	3.03	1.60
FBgn0015245	FBtr0073434,FBtr0073435	2336.98	14.92	42.57	37.15	30.32	8.15	25.34	34.47	40.10
FBgn0015247	FBtr0087296,FBtr0087297	1997.0	11.38	4.44	1.34	5.59	0.1	3.11	10.39	8.97
FBgn0015268	FBtr0072219,FBtr0305989,FBtr0305990	1361.0	1.52	6.94	0.59	7.85	1.69	0.77	18.28	23.64
FBgn0015269	FBtr0084952,FBtr0084953,FBtr0100113,FBtr0330182,FBtr0330183	9520.83	13.59	12.73	22.01	23.97	7.45	5.57	28.40	28.57
FBgn0015270	FBtr0082866	1995.0	0.19	0.0	0.0	0.0	9.85	0.0	0.34	0.08
FBgn0015271	FBtr0080543	1687.0	0.45	0.05	0.0	0.0	0.0	0.0	0.48	0.13
FBgn0015277	FBtr0072064	3164.0	0.0	1.06	0.13	1.48	0.0	0.09	1.05	1.02
FBgn0015278	FBtr0076086,FBtr0076087,FBtr0076088,FBtr0301816,FBtr0332055	6739.12	7.84	3.41	3.51	7.43	0.11	4.26	18.82	15.96
FBgn0015279	FBtr0083940,FBtr0083941,FBtr0334643	4347.0	10.1	3.47	10.5	8.78	0.0	3.12	13.23	14.13
FBgn0015282	FBtr0084520,FBtr0346154	1501.0	7.12	3.86	0.71	4.48	0.0	0.76	3.32	3.48
FBgn0015283	FBtr0078368,FBtr0333453	1356.0	0.14	0.28	0.0	14.78	1.16	0.44	3.11	2.97
FBgn0015286	FBtr0070582,FBtr0070583,FBtr0070584	2391.44	9.12	6.8	2.69	3.38	3.18	7.55	33.52	27.11
FBgn0015288	FBtr0070148	1100.0	10.78	38.97	20.49	9.88	31.3	18.38	12.13	15.64
FBgn0015295	FBtr0087244	3176.0	0.0	0.0	0.0	0.52	0.0	0.03	0.32	0.58
FBgn0015296	FBtr0076458	1600.0	1.01	0.0	0.72	0.51	0.0	0.0	5.24	6.15
FBgn0015298	FBtr0076879	653.0	0.0	0.0	1.27	2.05	0.0	0.0	3.32	2.77
FBgn0015299	FBtr0079590	536.0	4.03	0.0	52.98	2.19	44.55	0.0	16.80	18.06
FBgn0015300	FBtr0072351	908.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.26
FBgn0015316	FBtr0301665,FBtr0345312	1280.0	0.3	0.0	0.28	0.0	0.0	6.64	0.66	0.48
FBgn0015320	FBtr0080115,FBtr0080116,FBtr0333492,FBtr0345437	1756.79	0.86	1.05	5.67	1.94	0.14	0.14	5.65	6.95
